задача,порог,доля_класса_1
ic50_above_median,46.58518345980803,0.4995004995004995
cc50_above_median,411.0393423370522,0.4985014985014985
si_above_median,3.846153846153846,0.4995004995004995
si_above_8,8.0,0.35664335664335667
